Name,API Name,Instance Family,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),vCPUs,GiB of Memory per vCPU,GPUs,GPU model,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Physical Processor,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,Bare metal,Trunking compatible,Branch interface,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,RHEL with HA On Demand cost,RHEL with HA Reserved cost,RHEL with HA Spot Minimum cost,RHEL with HA Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz)
R7G Eight Extra Large,r7g.8xlarge,r7g,"833,767.587",Memory optimized,206.0 fps,256 GiB,,No,,,,,,,,0 units,32 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,EBS only,,,arm64,15 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,No,Yes,54,Yes,Yes,Yes,Unknown,Yes,,$1.7136 hourly,$1.1335 hourly,$0.2621 hourly,$0.4939 hourly,$2.0592 hourly,$1.4791 hourly,$0.6077 hourly,$1.072 hourly,$2.5072 hourly,$1.9271 hourly,,,$1.8386 hourly,$1.1934 hourly,$0.3871 hourly,$0.8514 hourly,,,,,$11.31 hourly,$7.481 hourly,,,,,,,,,,,,,>20%,$0.4284 hourly,current,,,No,6.87x,,,,,,
R7G Large,r7g.large,r7g,"49,239.86",Memory optimized,19.0 fps,16 GiB,,No,,,,,,,,0 units,2 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,EBS only,,,arm64,Up to 12.5 Gigabit,630 Mbps,78.75 MB/s,3600 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,30,3,Yes,No,Yes,9,Yes,Yes,Yes,Unknown,No,,$0.1071 hourly,$0.0708 hourly,$0.0298 hourly,$0.0358 hourly,$0.1359 hourly,$0.0996 hourly,$0.0586 hourly,$0.0702 hourly,$0.1709 hourly,$0.1346 hourly,,,$0.1634 hourly,$0.0958 hourly,$0.0861 hourly,$0.0977 hourly,,,,,$11.31 hourly,$7.481 hourly,,,,,,,,,,,,,>20%,,current,,,No,0.63x,,,,,,
R7G Medium,r7g.medium,r7g,"26,471.367",Memory optimized,10.0 fps,8 GiB,,No,,,,,,,,0 units,1 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,EBS only,,,arm64,Up to 12.5 Gigabit,315 Mbps,39.375 MB/s,2500 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,8,2,Yes,No,Yes,4,Yes,Yes,Yes,Unknown,No,,$0.0536 hourly,$0.0354 hourly,$0.0155 hourly,$0.0186 hourly,$0.068 hourly,$0.0498 hourly,$0.0299 hourly,$0.0391 hourly,$0.0855 hourly,$0.0673 hourly,,,$0.1099 hourly,$0.0604 hourly,$0.0718 hourly,$0.081 hourly,,,,,$11.31 hourly,$7.481 hourly,,,,,,,,,,,,,>20%,,current,,,No,0.34x,,,,,,
R7G Metal,r7g.metal,r7g,"1,531,008.911",Memory optimized,245.0 fps,512 GiB,,No,,,,,,,,0 units,64 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,EBS only,,,arm64,30 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,107,Yes,Yes,Yes,Unknown,No,,$3.4272 hourly,$2.2671 hourly,$0.5346 hourly,$0.7554 hourly,$4.1184 hourly,$2.9583 hourly,$1.2258 hourly,$1.6169 hourly,$5.0144 hourly,$3.8543 hourly,,,$3.5522 hourly,$2.327 hourly,$0.6596 hourly,$1.0507 hourly,,,,,$11.31 hourly,$7.481 hourly,,,,,,,,,,,,,>20%,,current,,,No,8.17x,,,,,,
R7G Extra Large,r7g.xlarge,r7g,"102,570.678",Memory optimized,38.0 fps,32 GiB,,No,,,,,,,,0 units,4 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,EBS only,,,arm64,Up to 12.5 Gigabit,1250 Mbps,156.25039999999998 MB/s,6000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,No,Yes,18,Yes,Yes,Yes,Unknown,Yes,,$0.2142 hourly,$0.1417 hourly,$0.0596 hourly,$0.0647 hourly,$0.2718 hourly,$0.1993 hourly,$0.1172 hourly,$0.1281 hourly,$0.3418 hourly,$0.2693 hourly,,,$0.2705 hourly,$0.1917 hourly,$0.1159 hourly,$0.1268 hourly,,,,,$11.31 hourly,$7.481 hourly,,,,,,,,,,,,,>20%,$0.0536 hourly,current,,,No,1.26x,,,,,,
R7GD 12xlarge Extra Large,r7gd.12xlarge,r7gd,"1,239,589.386",Memory optimized,239.0 fps,384 GiB,,No,,,,,,,,0 units,48 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,2850 GB (2×1425 GB NVMe SSD),Yes,Yes,arm64,22.5 Gigabit,15000 Mbps,1875 MB/s,60000 IOPS,15000 Mbps,1875 MB/s,60000 IOPS,Yes,240,8,Yes,No,Yes,54,Yes,Yes,Yes,Unknown,Yes,,$3.2659 hourly,$2.0525 hourly,$0.9112 hourly,$1.0697 hourly,$3.7843 hourly,$2.5709 hourly,$1.4296 hourly,$1.9389 hourly,$4.4563 hourly,$3.2429 hourly,,,$3.3909 hourly,$2.1124 hourly,$1.0362 hourly,$1.5455 hourly,,,,,$14.37 hourly,$9.031 hourly,,,,,,,,,,,,,>20%,$0.8165 hourly,current,,,No,7.97x,,,,,,
R7GD 16xlarge Extra Large,r7gd.16xlarge,r7gd,"1,587,695.361",Memory optimized,242.0 fps,512 GiB,,No,,,,,,,,0 units,64 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,3800 GB (2×1900 GB NVMe SSD),Yes,Yes,arm64,30 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750,15,Yes,No,Yes,107,Yes,Yes,Yes,Unknown,Yes,,$4.3546 hourly,$2.7367 hourly,$1.0392 hourly,$1.5101 hourly,$5.0458 hourly,$3.4279 hourly,$1.7304 hourly,$2.7105 hourly,$5.9418 hourly,$4.3239 hourly,,,$4.4796 hourly,$2.7966 hourly,$1.1642 hourly,$2.1443 hourly,,,,,$14.37 hourly,$9.031 hourly,,,,,,,,,,,,,5-10%,$1.0887 hourly,current,,,No,8.05x,,,,,,
R7GD Double Extra Large,r7gd.2xlarge,r7gd,"203,977.562",Memory optimized,73.0 fps,64 GiB,,No,,,,,,,,0 units,8 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,474 GB NVMe SSD,Yes,Yes,arm64,Up to 15 Gigabit,2500 Mbps,312.5 MB/s,12000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,No,Yes,38,Yes,Yes,Yes,Unknown,Yes,,$0.5443 hourly,$0.3421 hourly,$0.1819 hourly,$0.2106 hourly,$0.6595 hourly,$0.4573 hourly,$0.2971 hourly,$0.3842 hourly,$0.7995 hourly,$0.5973 hourly,,,$0.6693 hourly,$0.402 hourly,$0.3069 hourly,$0.394 hourly,,,,,$14.37 hourly,$9.031 hourly,,,,,,,,,,,,,10-15%,$0.1361 hourly,current,,,No,2.42x,,,,,,
R7GD Quadruple Extra Large,r7gd.4xlarge,r7gd,"401,782.912",Memory optimized,133.0 fps,128 GiB,,No,,,,,,,,0 units,16 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,950 GB NVMe SSD,Yes,Yes,arm64,Up to 15 Gigabit,5000 Mbps,625 MB/s,20000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,No,Yes,54,Yes,Yes,Yes,Unknown,Yes,,$1.0886 hourly,$0.6842 hourly,$0.4936 hourly,$0.5798 hourly,$1.2614 hourly,$0.857 hourly,$0.6664 hourly,$0.8839 hourly,$1.4854 hourly,$1.081 hourly,,,$1.2136 hourly,$0.7441 hourly,$0.6186 hourly,$0.8361 hourly,,,,,$14.37 hourly,$9.031 hourly,,,,,,,,,,,,,>20%,$0.2722 hourly,current,,,No,4.43x,,,,,,
R7GD Eight Extra Large,r7gd.8xlarge,r7gd,"817,891.374",Memory optimized,208.0 fps,256 GiB,,No,,,,,,,,0 units,32 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,1900 GB NVMe SSD,Yes,Yes,arm64,15 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,No,Yes,54,Yes,Yes,Yes,Unknown,Yes,,$2.1773 hourly,$1.3684 hourly,$0.669 hourly,$0.9793 hourly,$2.5229 hourly,$1.714 hourly,$1.0146 hourly,$1.7699 hourly,$2.9709 hourly,$2.162 hourly,,,$2.3023 hourly,$1.4283 hourly,$0.794 hourly,$1.5493 hourly,,,,,$14.37 hourly,$9.031 hourly,,,,,,,,,,,,,>20%,$0.5443 hourly,current,,,No,6.93x,,,,,,
R7GD Large,r7gd.large,r7gd,"52,160.306",Memory optimized,19.0 fps,16 GiB,,No,,,,,,,,0 units,2 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,118 GB NVMe SSD,Yes,Yes,arm64,Up to 12.5 Gigabit,630 Mbps,78.75 MB/s,3600 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,30,3,Yes,No,Yes,9,Yes,Yes,Yes,Unknown,No,,$0.1361 hourly,$0.0855 hourly,$0.0363 hourly,$0.0458 hourly,$0.1649 hourly,$0.1143 hourly,$0.0651 hourly,$0.0883 hourly,$0.1999 hourly,$0.1493 hourly,,,$0.1924 hourly,$0.1105 hourly,$0.0926 hourly,$0.1158 hourly,,,,,$14.37 hourly,$9.031 hourly,,,,,,,,,,,,,5-10%,,current,,,No,0.62x,,,,,,
R7GD Medium,r7gd.medium,r7gd,"25,953.802",Memory optimized,10.0 fps,8 GiB,,No,,,,,,,,0 units,1 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,59 GB NVMe SSD,Yes,Yes,arm64,Up to 12.5 Gigabit,315 Mbps,39.375 MB/s,2500 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,8,2,Yes,No,Yes,4,Yes,Yes,Yes,Unknown,No,,$0.068 hourly,$0.0428 hourly,$0.0092 hourly,$0.014 hourly,$0.0824 hourly,$0.0572 hourly,$0.0236 hourly,$0.0357 hourly,$0.0999 hourly,$0.0747 hourly,,,$0.1243 hourly,$0.0678 hourly,$0.0655 hourly,$0.0776 hourly,,,,,$14.37 hourly,$9.031 hourly,,,,,,,,,,,,,5-10%,,current,,,No,0.34x,,,,,,
R7GD Metal,r7gd.metal,r7gd,"1,648,316.271",Memory optimized,245.0 fps,512 GiB,,No,,,,,,,,0 units,64 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,3800 GB (2×1900 GB NVMe SSD),Yes,Yes,arm64,30 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,107,Yes,Yes,Yes,Unknown,No,,$4.3546 hourly,$2.7367 hourly,$0.6858 hourly,$1.0263 hourly,$5.0458 hourly,$3.4279 hourly,$1.377 hourly,$1.9172 hourly,$5.9418 hourly,$4.3239 hourly,,,$4.4796 hourly,$2.7966 hourly,$0.8108 hourly,$1.351 hourly,,,,,$14.37 hourly,$9.031 hourly,,,,,,,,,,,,,15-20%,,current,,,No,8.14x,,,,,,
R7GD Extra Large,r7gd.xlarge,r7gd,"96,354.585",Memory optimized,38.0 fps,32 GiB,,No,,,,,,,,0 units,4 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,237 GB NVMe SSD,Yes,Yes,arm64,Up to 12.5 Gigabit,1250 Mbps,156.25039999999998 MB/s,6000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,No,Yes,18,Yes,Yes,Yes,Unknown,Yes,,$0.2722 hourly,$0.171 hourly,$0.0754 hourly,$0.1113 hourly,$0.3298 hourly,$0.2286 hourly,$0.133 hourly,$0.2005 hourly,$0.3998 hourly,$0.2986 hourly,,,$0.3285 hourly,$0.221 hourly,$0.1317 hourly,$0.1992 hourly,,,,,$14.37 hourly,$9.031 hourly,,,,,,,,,,,,,10-15%,$0.0681 hourly,current,,,No,1.27x,,,,,,
R7I 12xlarge Extra Large,r7i.12xlarge,r7i,"1,058,395.502",Memory optimized,232.0 fps,384 GiB,4800 MT/s,No,,,,,,,,0 units,48 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,18.75 Gigabit,15000 Mbps,1875 MB/s,60000 IOPS,15000 Mbps,1875 MB/s,60000 IOPS,Yes,240,8,Yes,No,Yes,114,Yes,Yes,Yes,Unknown,Yes,,$3.1752 hourly,$2.1004 hourly,$0.8881 hourly,$0.9942 hourly,$3.6936 hourly,$2.6188 hourly,$1.4065 hourly,$1.6372 hourly,$4.3656 hourly,$3.2908 hourly,,,$3.3002 hourly,$2.1603 hourly,$1.0131 hourly,$1.2438 hourly,$5.3832 hourly,$4.3084 hourly,$2.5255 hourly,$2.5412 hourly,$13.971 hourly,$9.242 hourly,$6.1944 hourly,$5.1196 hourly,$11.1432 hourly,$10.0684 hourly,$23.3832 hourly,$22.3084 hourly,$3.9864 hourly,$2.9116 hourly,$8.9352 hourly,$7.8604 hourly,$21.1752 hourly,$20.1004 hourly,>20%,$0.7938 hourly,current,,,No,7.71x,,,,,,
R7I 16xlarge Extra Large,r7i.16xlarge,r7i,"1,431,874.114",Memory optimized,235.0 fps,512 GiB,4800 MT/s,No,,,,,,,,0 units,64 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,25 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750,15,Yes,No,Yes,107,Yes,Yes,Yes,Unknown,Yes,,$4.2336 hourly,$2.8005 hourly,$0.7722 hourly,$0.983 hourly,$4.9248 hourly,$3.4917 hourly,$1.4634 hourly,$1.828 hourly,$5.8208 hourly,$4.3877 hourly,,,$4.3586 hourly,$2.8604 hourly,$0.8972 hourly,$1.2618 hourly,$7.1776 hourly,$5.7445 hourly,$3.3674 hourly,$3.3955 hourly,$13.971 hourly,$9.242 hourly,$8.2592 hourly,$6.8261 hourly,$14.8576 hourly,$13.4245 hourly,$31.1776 hourly,$29.7445 hourly,$5.3152 hourly,$3.8821 hourly,$11.9136 hourly,$10.4805 hourly,$28.2336 hourly,$26.8005 hourly,>20%,$1.0584 hourly,current,,,No,7.83x,,,,,,
R7I 24xlarge,r7i.24xlarge,r7i,"1,947,327.496",Memory optimized,258.0 fps,768 GiB,5600 MT/s,No,,,,,,,,0 units,96 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,37.5 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,750,15,Yes,No,Yes,107,Yes,Yes,Yes,Unknown,Yes,,$6.3504 hourly,$4.2008 hourly,$1.7394 hourly,$1.9299 hourly,$7.3872 hourly,$5.2376 hourly,$2.7762 hourly,$3.352 hourly,$8.7312 hourly,$6.5816 hourly,,,$6.4754 hourly,$4.2607 hourly,$1.8644 hourly,$2.4402 hourly,$10.7664 hourly,$8.6168 hourly,$5.051 hourly,$5.0719 hourly,$13.971 hourly,$9.242 hourly,$12.3888 hourly,$10.2392 hourly,$22.2864 hourly,$20.1368 hourly,$46.7664 hourly,$44.6168 hourly,$7.9728 hourly,$5.8232 hourly,$17.8704 hourly,$15.7208 hourly,$42.3504 hourly,$40.2008 hourly,>20%,$1.5876 hourly,current,,,No,8.60x,,,,,,
R7I Double Extra Large,r7i.2xlarge,r7i,"187,214.79",Memory optimized,65.0 fps,64 GiB,4800 MT/s,No,,,,,,,,0 units,8 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 12.5 Gigabit,2500 Mbps,312.5 MB/s,12000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,No,Yes,38,Yes,Yes,Yes,Unknown,Yes,,$0.5292 hourly,$0.3501 hourly,$0.151 hourly,$0.2152 hourly,$0.6444 hourly,$0.4653 hourly,$0.2662 hourly,$0.418 hourly,$0.7844 hourly,$0.6053 hourly,,,$0.6542 hourly,$0.41 hourly,$0.276 hourly,$0.4278 hourly,$0.8972 hourly,$0.7181 hourly,$0.4253 hourly,$0.4254 hourly,$13.971 hourly,$9.242 hourly,$1.0324 hourly,$0.8533 hourly,$1.8572 hourly,$1.6781 hourly,$3.8972 hourly,$3.7181 hourly,$0.6644 hourly,$0.4853 hourly,$1.4892 hourly,$1.3101 hourly,$3.5292 hourly,$3.3501 hourly,>20%,$0.1323 hourly,current,,,No,2.16x,,,,,,
R7I 48xlarge,r7i.48xlarge,r7i,"3,921,435.136",Memory optimized,269.0 fps,1536 GiB,5600 MT/s,Yes,2,21,48,96,761900 MB,105.0 MB,Yes,0 units,192 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,50 Gigabit,40000 Mbps,5000 MB/s,240000 IOPS,40000 Mbps,5000 MB/s,240000 IOPS,Yes,750,15,Yes,No,Yes,107,Yes,Yes,Yes,Unknown,Yes,,$12.7008 hourly,$8.4016 hourly,$3.6486 hourly,$4.0275 hourly,$14.544 hourly,$10.2448 hourly,$5.4918 hourly,$6.4007 hourly,$16.56 hourly,$12.2608 hourly,,,$12.8258 hourly,$8.4615 hourly,$3.7736 hourly,$4.6825 hourly,$21.5328 hourly,$17.2336 hourly,$10.1021 hourly,$10.1831 hourly,$13.971 hourly,$9.242 hourly,$24.7776 hourly,$20.4784 hourly,$44.5728 hourly,$40.2736 hourly,$93.5328 hourly,$89.2336 hourly,$15.9456 hourly,$11.6464 hourly,$35.7408 hourly,$31.4416 hourly,$84.7008 hourly,$80.4016 hourly,>20%,$3.1752 hourly,current,,,No,8.96x,,,,,,
R7I Quadruple Extra Large,r7i.4xlarge,r7i,"374,035.689",Memory optimized,129.0 fps,128 GiB,4800 MT/s,No,,,,,,,,0 units,16 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 12.5 Gigabit,5000 Mbps,625 MB/s,20000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,No,Yes,54,Yes,Yes,Yes,Unknown,Yes,,$1.0584 hourly,$0.7001 hourly,$0.3109 hourly,$0.3601 hourly,$1.2312 hourly,$0.8729 hourly,$0.4837 hourly,$0.6658 hourly,$1.4552 hourly,$1.0969 hourly,,,$1.1834 hourly,$0.76 hourly,$0.4359 hourly,$0.618 hourly,$1.7944 hourly,$1.4361 hourly,$0.8505 hourly,$0.8516 hourly,$13.971 hourly,$9.242 hourly,$2.0648 hourly,$1.7065 hourly,$3.7144 hourly,$3.3561 hourly,$7.7944 hourly,$7.4361 hourly,$1.3288 hourly,$0.9705 hourly,$2.9784 hourly,$2.6201 hourly,$7.0584 hourly,$6.7001 hourly,>20%,$0.2646 hourly,current,,,No,4.31x,,,,,,
R7I Eight Extra Large,r7i.8xlarge,r7i,"763,358.779",Memory optimized,218.0 fps,256 GiB,4800 MT/s,No,,,,,,,,0 units,32 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,12.5 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,No,Yes,84,Yes,Yes,Yes,Unknown,Yes,,$2.1168 hourly,$1.4003 hourly,$0.5582 hourly,$0.6188 hourly,$2.4624 hourly,$1.7459 hourly,$0.9038 hourly,$1.0637 hourly,$2.9104 hourly,$2.1939 hourly,,,$2.2418 hourly,$1.4602 hourly,$0.6832 hourly,$0.8431 hourly,$3.5888 hourly,$2.8723 hourly,$1.6837 hourly,$1.6976 hourly,$13.971 hourly,$9.242 hourly,$4.1296 hourly,$3.4131 hourly,$7.4288 hourly,$6.7123 hourly,$15.5888 hourly,$14.8723 hourly,$2.6576 hourly,$1.9411 hourly,$5.9568 hourly,$5.2403 hourly,$14.1168 hourly,$13.4003 hourly,>20%,$0.5292 hourly,current,,,No,7.25x,,,,,,
R7I Large,r7i.large,r7i,"48,385.146",Memory optimized,17.0 fps,16 GiB,4800 MT/s,No,,,,,,,,0 units,2 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 12.5 Gigabit,650 Mbps,81.25 MB/s,3600 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,30,3,Yes,No,Yes,9,Yes,Yes,Yes,Unknown,No,,$0.1323 hourly,$0.0875 hourly,$0.036 hourly,$0.0401 hourly,$0.1611 hourly,$0.1163 hourly,$0.0648 hourly,$0.0744 hourly,$0.1961 hourly,$0.1513 hourly,,,$0.1886 hourly,$0.1125 hourly,$0.0923 hourly,$0.1019 hourly,$0.2243 hourly,$0.1795 hourly,$0.1063 hourly,$0.1063 hourly,$13.971 hourly,$9.242 hourly,$0.2919 hourly,$0.2471 hourly,$0.7043 hourly,$0.6595 hourly,,,$0.1999 hourly,$0.1551 hourly,$0.6123 hourly,$0.5675 hourly,,,>20%,,current,,,No,0.57x,,,,,,
R7I Metal-24xl,r7i.metal-24xl,r7i,"2,100,043.751",Memory optimized,270.0 fps,768 GiB,4800 MT/s,No,,,,,,,,0 units,96 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,37.5 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,750,15,Yes,Yes,Yes,107,Yes,Yes,Yes,Unknown,No,,$6.3504 hourly,$4.2008 hourly,$1.3942 hourly,$1.8276 hourly,$7.3872 hourly,$5.2376 hourly,$2.431 hourly,$3.145 hourly,$8.7312 hourly,$6.5816 hourly,,,$6.4754 hourly,$4.2607 hourly,$1.5192 hourly,$2.2332 hourly,$10.7664 hourly,$8.6168 hourly,$5.051 hourly,$5.051 hourly,$13.971 hourly,$9.242 hourly,$12.3888 hourly,$10.2392 hourly,$22.2864 hourly,$20.1368 hourly,$46.7664 hourly,$44.6168 hourly,$7.9728 hourly,$5.8232 hourly,$17.8704 hourly,$15.7208 hourly,$42.3504 hourly,$40.2008 hourly,>20%,,current,,,No,8.98x,,,,,,
R7I Metal-48xl,r7i.metal-48xl,r7i,"3,999,722.242",Memory optimized,311.0 fps,1536 GiB,5600 MT/s,Yes,2,21,48,96,773966 MB,105.0 MB,Yes,0 units,192 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,50 Gigabit,40000 Mbps,5000 MB/s,240000 IOPS,40000 Mbps,5000 MB/s,240000 IOPS,Yes,750,15,Yes,Yes,Yes,107,Yes,Yes,Yes,Unknown,No,,$12.7008 hourly,$8.4016 hourly,$1.8472 hourly,$2.6003 hourly,$14.544 hourly,$10.2448 hourly,$3.6904 hourly,$5.4272 hourly,$16.56 hourly,$12.2608 hourly,,,$12.8258 hourly,$8.4615 hourly,$1.9722 hourly,$3.709 hourly,$21.5328 hourly,$17.2336 hourly,$10.1021 hourly,$10.1021 hourly,$13.971 hourly,$9.242 hourly,$24.7776 hourly,$20.4784 hourly,$44.5728 hourly,$40.2736 hourly,$93.5328 hourly,$89.2336 hourly,$15.9456 hourly,$11.6464 hourly,$35.7408 hourly,$31.4416 hourly,$84.7008 hourly,$80.4016 hourly,>20%,,current,,,No,10.30x,,,,,,
